Id,Nombre,Imagen,Tipo Pokemon,Peso,Habilidades,Movimiento,Altura,Habitat,Es baby,Es Legendario,Es Mitico,Generacion,Descripcion
824,blipbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,bug,8.0,"swarm,compound-eyes,telepathy","supersonic,recover,struggle-bug,sticky-web,infestation",0.4,,No,No,No,generation-viii,"Siempre está recopilando información, por lo que es muy inteligente, aunque su fuerza deja bastante que desear."
825,dottler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,"bug,psychic",19.5,"swarm,compound-eyes,telepathy","solar-beam,confusion,psychic,light-screen,reflect,leech-life,rest,substitute,snore,protect,endure,attract,sleep-talk,safeguard,shadow-ball,future-sight,facade,helping-hand,trick,skill-swap,imprison,iron-defense,calm-mind,payback,power-swap,guard-swap,bug-buzz,energy-ball,zen-headbutt,trick-room,wonder-room,psyshock,magic-room,round,stored-power,ally-switch,struggle-bug,psychic-terrain,body-press,expanding-force",0.4,,No,No,No,generation-viii,"Apenas se mueve, pero está vivo. Se cree que adquiere poderes psíquicos mientras permanece recluido en su caparazón sin comer ni beber."
826,orbeetle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,"bug,psychic",40.8,"swarm,frisk,telepathy","psybeam,hyper-beam,solar-beam,confusion,psychic,hypnosis,agility,confuse-ray,light-screen,reflect,leech-life,rest,substitute,snore,protect,giga-drain,endure,attract,sleep-talk,safeguard,baton-pass,mirror-coat,shadow-ball,future-sight,facade,helping-hand,trick,magic-coat,skill-swap,imprison,iron-defense,calm-mind,u-turn,payback,power-swap,guard-swap,bug-buzz,energy-ball,giga-impact,psycho-cut,zen-headbutt,trick-room,wonder-room,psyshock,magic-room,after-you,round,stored-power,ally-switch,struggle-bug,psychic-terrain,body-press,expanding-force",0.4,,No,No,No,generation-viii,Este Pokémon es conocido por su inteligencia. El gran tamaño de su cerebro es un indicio de la magnitud de sus poderes psíquicos.
827,nickit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,dark,8.9,"run-away,unburden,stakeout","tail-whip,dig,agility,quick-attack,screech,swift,rest,substitute,thief,snore,protect,endure,attract,sleep-talk,baton-pass,beat-up,torment,facade,taunt,knock-off,fake-tears,howl,mud-shot,assurance,sucker-punch,night-slash,nasty-plot,hone-claws,foul-play,round,quick-guard,tail-slap,snarl,play-rough,lash-out",0.6,,No,No,No,generation-viii,Se sustenta con el alimento que roba a otros Pokémon. Las almohadillas de sus patas son tan blandas que no hace ningún ruido al caminar.
828,thievul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,dark,19.9,"run-away,unburden,stakeout","tail-whip,hyper-beam,dig,psychic,agility,quick-attack,screech,swift,rest,substitute,thief,snore,protect,endure,attract,sleep-talk,baton-pass,crunch,shadow-ball,beat-up,facade,taunt,fake-tears,mud-shot,u-turn,assurance,sucker-punch,dark-pulse,night-slash,giga-impact,nasty-plot,shadow-claw,thunder-fang,ice-fang,fire-fang,grass-knot,hone-claws,foul-play,round,acrobatics,tail-slap,snarl,parting-shot,play-rough,burning-jealousy,lash-out",1.2,,No,No,No,generation-viii,"Marca a su presa sin ser advertido. Sigue el olor y, cuando el otro Pokémon baja la guardia, aprovecha para robarle."
829,gossifleur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,grass,2.2,"cotton-down,regenerator,effect-spore","sing,leech-seed,growth,razor-leaf,solar-beam,poison-powder,stun-spore,sleep-powder,light-screen,rest,substitute,snore,protect,giga-drain,endure,charm,attract,sleep-talk,rapid-spin,sweet-scent,synthesis,sunny-day,facade,helping-hand,hyper-voice,aromatherapy,bullet-seed,magical-leaf,worry-seed,energy-ball,leaf-storm,grass-knot,round,leaf-tornado,grassy-terrain,leafage,pollen-puff,grassy-glide",0.4,,No,No,No,generation-viii,"Si planta su única extremidad inferior en la tierra y se expone a abundante luz solar, sus pétalos cobran un color vivo."
830,eldegoss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,grass,2.5,"cotton-down,regenerator,effect-spore","sing,hyper-beam,razor-leaf,solar-beam,light-screen,rest,substitute,snore,cotton-spore,protect,giga-drain,endure,charm,attract,sleep-talk,rapid-spin,sweet-scent,synthesis,sunny-day,facade,helping-hand,hyper-voice,weather-ball,aromatherapy,bullet-seed,magical-leaf,seed-bomb,energy-ball,giga-impact,leaf-storm,grass-knot,round,leaf-tornado,cotton-guard,grassy-terrain,leafage,pollen-puff,grassy-glide",0.5,,No,No,No,generation-viii,"Las semillas que tiene entre la pelusa son muy nutritivas. Arrastradas por el viento, devuelven la vitalidad a la flora y a otros Pokémon."
831,wooloo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,normal,6.0,"fluffy,run-away,bulletproof","stomp,double-kick,headbutt,tackle,take-down,double-edge,growl,counter,thunder-wave,agility,defense-curl,rest,substitute,snore,reversal,protect,endure,swagger,attract,sleep-talk,facade,payback,copycat,guard-swap,guard-split,electro-ball,round,wild-charge,cotton-guard,grassy-glide",0.6,,No,No,No,generation-viii,Su lana rizada es tan acolchada que no se hace daño ni aunque se caiga por un precipicio.
832,dubwool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,normal,43.0,"fluffy,steadfast,bulletproof","swords-dance,double-kick,mega-kick,headbutt,tackle,body-slam,take-down,double-edge,growl,hyper-beam,thunder-wave,agility,defense-curl,rest,substitute,snore,reversal,protect,endure,attract,sleep-talk,baton-pass,facade,bounce,payback,copycat,guard-swap,last-resort,giga-impact,zen-headbutt,guard-split,electro-ball,round,retaliate,wild-charge,cotton-guard,body-press,grassy-glide",1.3,,No,No,No,generation-viii,Su lana es muy flexible. Las alfombras tejidas con ella adoptan una textura similar a la de las camas elásticas.
833,chewtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,water,8.5,"strong-jaw,shell-armor,swift-swim","headbutt,tackle,body-slam,take-down,bite,water-gun,hydro-pump,surf,counter,waterfall,skull-bash,rest,substitute,snore,protect,scary-face,endure,false-swipe,attract,sleep-talk,rain-dance,crunch,whirlpool,facade,revenge,dive,mud-shot,water-pulse,payback,assurance,gastro-acid,poison-jab,ice-fang,round,shell-smash,dragon-tail,stomping-tantrum,liquidation,jaw-lock,scale-shot,skitter-smack,tera-blast,chilling-water",0.3,,No,No,No,generation-viii,"Muerde todo lo que se le ponga por delante. Al parecer, lo hace para aliviar el dolor que siente cuando le crecen los incisivos."
834,drednaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,"water,rock",115.5,"strong-jaw,shell-armor,swift-swim","swords-dance,headbutt,tackle,body-slam,take-down,double-edge,bite,water-gun,hydro-pump,surf,ice-beam,blizzard,hyper-beam,counter,earthquake,dig,waterfall,rest,rock-slide,super-fang,substitute,snore,protect,scary-face,sandstorm,endure,false-swipe,attract,sleep-talk,megahorn,iron-tail,rain-dance,crunch,whirlpool,facade,superpower,revenge,dive,rock-tomb,sand-tomb,muddy-water,iron-defense,mud-shot,rock-blast,water-pulse,payback,assurance,rock-polish,poison-jab,earth-power,giga-impact,ice-fang,stone-edge,stealth-rock,head-smash,round,scald,bulldoze,razor-shell,high-horsepower,throat-chop,smart-strike,stomping-tantrum,liquidation,jaw-lock,body-press,scale-shot,meteor-beam,skitter-smack,tera-blast,ice-spinner,chilling-water",1.0,,No,No,No,generation-viii,"Un Pokémon de temperamento feroz que atenaza a su presa con sus fuertes mandíbulas, capaces de destrozar una barra de hierro."
835,yamper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,electric,13.5,"ball-fetch,rattled","sand-attack,tackle,double-edge,tail-whip,bite,roar,thunderbolt,thunder-wave,thunder,dig,swift,rest,substitute,snore,protect,endure,charm,spark,attract,sleep-talk,crunch,uproar,facade,charge,helping-hand,howl,thunder-fang,fire-fang,discharge,electro-ball,flame-charge,round,volt-switch,wild-charge,snarl,play-rough,nuzzle,rising-voltage",0.3,,No,No,No,generation-viii,"Al correr, genera electricidad por la base de la cola. Es muy popular entre los pastores de Galar."
836,boltund,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,electric,34.0,"strong-jaw,competitive","tackle,tail-whip,bite,roar,hyper-beam,thunderbolt,thunder-wave,thunder,dig,agility,focus-energy,swift,rest,substitute,snore,protect,endure,charm,spark,attract,sleep-talk,crunch,uproar,facade,charge,helping-hand,hyper-voice,bulk-up,giga-impact,thunder-fang,fire-fang,electro-ball,round,volt-switch,wild-charge,snarl,electrify,play-rough,eerie-impulse,electric-terrain,nuzzle,psychic-fangs,rising-voltage",1.0,,No,No,No,generation-viii,La electricidad que genera y envía a sus patas le ayuda a desplazarse rápidamente. Puede correr sin descanso durante tres días y tres noches.
837,rolycoly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,rock,12.0,"steam-engine,heatproof,flash-fire","tackle,body-slam,take-down,dig,smokescreen,reflect,self-destruct,explosion,rest,rock-slide,substitute,snore,curse,protect,mud-slap,spikes,sandstorm,endure,attract,sleep-talk,rapid-spin,ancient-power,will-o-wisp,facade,rock-tomb,sand-tomb,iron-defense,block,rock-blast,gyro-ball,rock-polish,power-gem,iron-head,stone-edge,stealth-rock,smack-down,round,incinerate,bulldoze,heat-crash,meteor-beam,tera-blast,temper-flare",0.3,,No,No,No,generation-viii,Fue descubierto hace aproximadamente 400 años en una mina. Casi la totalidad de su cuerpo presenta una composición igual a la del carbón.
838,carkol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,"rock,fire",78.0,"steam-engine,flame-body,flash-fire","tackle,body-slam,take-down,flamethrower,fire-spin,dig,smokescreen,reflect,self-destruct,fire-blast,rest,rock-slide,substitute,snore,curse,protect,mud-slap,spikes,sandstorm,endure,attract,sleep-talk,rapid-spin,sunny-day,ancient-power,heat-wave,will-o-wisp,facade,overheat,rock-tomb,sand-tomb,iron-defense,rock-blast,gyro-ball,flare-blitz,rock-polish,power-gem,iron-head,stone-edge,stealth-rock,smack-down,heavy-slam,flame-charge,round,scald,incinerate,bulldoze,heat-crash,high-horsepower,burn-up,body-press,meteor-beam,scorching-sands,tera-blast,temper-flare",1.1,,No,No,No,generation-viii,Forma carbón en el interior de su cuerpo. Los antiguos habitantes de Galar lo aprovechaban para sus labores diarias.
839,coalossal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,"rock,fire",310.5,"steam-engine,flame-body,flash-fire","mega-punch,fire-punch,mega-kick,tackle,body-slam,take-down,flamethrower,hyper-beam,solar-beam,fire-spin,earthquake,dig,smokescreen,reflect,self-destruct,fire-blast,rest,rock-slide,substitute,snore,curse,protect,spikes,sandstorm,endure,attract,sleep-talk,rapid-spin,sunny-day,ancient-power,heat-wave,will-o-wisp,facade,overheat,rock-tomb,sand-tomb,iron-defense,rock-blast,gyro-ball,flare-blitz,rock-polish,power-gem,earth-power,giga-impact,iron-head,stone-edge,stealth-rock,smack-down,heavy-slam,flame-charge,round,scald,incinerate,bulldoze,heat-crash,high-horsepower,burn-up,tar-shot,body-press,meteor-beam,scorching-sands,tera-blast,temper-flare",2.8,,No,No,No,generation-viii,"Aunque es de carácter sereno, monta en cólera si ve a seres humanos dañando una mina y reduce todo a cenizas con sus llamas a 1500 °C."
840,applin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,"grass,dragon",0.5,"ripen,gluttony,bulletproof","withdraw,defense-curl,rollout,attract,recycle,astonish,sucker-punch,draco-meteor,grassy-glide,tera-blast,pounce",0.2,,No,No,No,generation-viii,"Habita durante toda su vida en el interior de una manzana. Finge ser una fruta para protegerse de los Pokémon pájaro, sus enemigos naturales."
841,flapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,"grass,dragon",1.0,"ripen,gluttony,hustle","wing-attack,fly,take-down,hyper-beam,leech-seed,growth,solar-beam,withdraw,focus-energy,rest,substitute,snore,protect,scary-face,outrage,giga-drain,endure,attract,sleep-talk,dragon-breath,twister,sunny-day,facade,recycle,endeavor,astonish,bullet-seed,aerial-ace,iron-defense,magical-leaf,dragon-dance,u-turn,seed-bomb,air-slash,dragon-pulse,dragon-rush,energy-ball,giga-impact,draco-meteor,leaf-storm,grass-knot,heavy-slam,acid-spray,round,acrobatics,grassy-terrain,grav-apple,grassy-glide,dual-wingbeat,tera-blast,pounce,trailblaze",0.3,,No,No,No,generation-viii,Ha evolucionado tras ingerir una manzana ácida. Las bolsas de las mejillas albergan un fluido cuya extrema acidez llega a provocar quemaduras.
842,appletun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,"grass,dragon",13.0,"ripen,gluttony,thick-fat","stomp,headbutt,body-slam,take-down,hyper-beam,leech-seed,growth,solar-beam,earthquake,recover,withdraw,light-screen,reflect,amnesia,rest,substitute,snore,curse,protect,outrage,giga-drain,endure,attract,sleep-talk,safeguard,sweet-scent,rain-dance,sunny-day,facade,helping-hand,superpower,recycle,astonish,bullet-seed,iron-defense,magical-leaf,gyro-ball,payback,seed-bomb,dragon-pulse,energy-ball,giga-impact,zen-headbutt,draco-meteor,leaf-storm,iron-head,grass-knot,heavy-slam,round,bulldoze,dragon-tail,grassy-terrain,high-horsepower,stomping-tantrum,body-press,apple-acid,grassy-glide,tera-blast,pounce,trailblaze",0.4,,No,No,No,generation-viii,"Ha evolucionado tras ingerir una manzana dulce. De ahí que el olor que emana para atraer a sus presas, los Pokémon insecto, sea tan agradable."
843,silicobra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,ground,7.6,"sand-spit,shed-skin,sand-veil","slam,sand-attack,headbutt,body-slam,wrap,take-down,earthquake,dig,screech,minimize,glare,rest,rock-slide,substitute,snore,protect,scary-face,mud-slap,sandstorm,endure,attract,sleep-talk,facade,rock-tomb,sand-tomb,mud-shot,poison-tail,rock-blast,last-resort,dragon-rush,earth-power,stone-edge,stealth-rock,coil,round,bulldoze,drill-run,belch,brutal-swing,scale-shot,skitter-smack,scorching-sands,tera-blast",2.2,,No,No,No,generation-viii,"Almacena la arena que ingiere al perforar hoyos en la saca del cuello, cuya capacidad llega a alcanzar incluso los 8 kg."
844,sandaconda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,ground,65.5,"sand-spit,shed-skin,sand-veil","slam,sand-attack,headbutt,body-slam,wrap,take-down,hyper-beam,earthquake,dig,screech,minimize,skull-bash,glare,rest,rock-slide,substitute,snore,protect,scary-face,mud-slap,outrage,sandstorm,endure,attract,sleep-talk,facade,endeavor,rock-tomb,sand-tomb,iron-defense,mud-shot,poison-tail,rock-blast,earth-power,giga-impact,thunder-fang,fire-fang,zen-headbutt,iron-head,stone-edge,stealth-rock,coil,round,bulldoze,drill-run,hurricane,high-horsepower,brutal-swing,body-press,scale-shot,skitter-smack,scorching-sands,tera-blast",3.8,,No,No,No,generation-viii,Se retuerce para expulsar por los orificios nasales hasta 100 kg de arena. La ausencia de esta mina su ánimo.
845,cramorant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,"flying,water",18.0,gulp-missile,"fly,fury-attack,take-down,thrash,water-gun,hydro-pump,surf,ice-beam,blizzard,hyper-beam,peck,drill-peck,agility,amnesia,rest,substitute,thief,snore,reversal,protect,icy-wind,endure,steel-wing,attract,sleep-talk,rain-dance,whirlpool,uproar,stockpile,spit-up,swallow,facade,superpower,endeavor,dive,feather-dance,weather-ball,air-cutter,aerial-ace,water-pulse,roost,pluck,tailwind,assurance,aqua-ring,air-slash,brave-bird,giga-impact,defog,round,scald,acrobatics,hurricane,belch,throat-chop,liquidation,dual-wingbeat,tera-blast,pounce,chilling-water,aqua-cutter",0.8,,No,No,No,generation-viii,"Su colosal potencia le permite machacar al rival de un solo golpe, aunque su carácter despistado lo lleva a olvidarse de su presencia."
846,arrokuda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,water,1.0,"swift-swim,propeller-tail","fury-attack,take-down,thrash,double-edge,bite,hydro-pump,surf,peck,agility,focus-energy,waterfall,swift,rest,slash,substitute,snore,protect,endure,attract,sleep-talk,rain-dance,crunch,whirlpool,facade,brick-break,dive,bounce,water-pulse,acupressure,close-combat,assurance,poison-jab,night-slash,ice-fang,aqua-jet,round,scald,drill-run,laser-focus,throat-chop,psychic-fangs,liquidation,scale-shot,flip-turn,tera-blast,chilling-water",0.5,,No,No,No,generation-viii,"Se siente muy orgulloso de su afilada mandíbula. En cuanto detecta el más mínimo movimiento, va directo al objetivo para cargar contra él."
847,barraskewda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,water,30.0,"swift-swim,propeller-tail","fury-attack,take-down,double-edge,bite,hydro-pump,surf,ice-beam,blizzard,hyper-beam,peck,agility,focus-energy,waterfall,swift,rest,substitute,snore,protect,scary-face,endure,attract,sleep-talk,rain-dance,crunch,whirlpool,facade,brick-break,dive,bounce,water-pulse,close-combat,assurance,poison-jab,giga-impact,ice-fang,aqua-jet,round,scald,drill-run,laser-focus,throat-chop,psychic-fangs,liquidation,scale-shot,flip-turn,tera-blast,chilling-water",1.3,,No,No,No,generation-viii,"Su mandíbula es tan puntiaguda como una lanza y tan dura como el acero. Al parecer, su carne es sorprendentemente deliciosa."
848,toxel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,"electric,poison",11.0,"rattled,static,klutz","growl,acid,rest,substitute,snore,flail,protect,endure,charm,attract,sleep-talk,encore,facade,endeavor,metal-sound,round,belch,nuzzle,power-up-punch,tearful-look,tera-blast",0.4,,Si,No,No,generation-viii,Secreta toxinas por la piel y las almacena en una bolsa de veneno interna. Tocarlo da calambre.
849,toxtricity-amped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,"electric,poison",40.0,"punk-rock,plus,technician","mega-punch,fire-punch,thunder-punch,mega-kick,take-down,leer,growl,acid,hyper-beam,thunder-shock,thunderbolt,thunder-wave,thunder,toxic,screech,metronome,swift,rest,substitute,thief,snore,flail,protect,scary-face,sludge-bomb,endure,charm,swagger,spark,attract,sleep-talk,encore,rain-dance,sunny-day,uproar,facade,charge,taunt,helping-hand,brick-break,endeavor,hyper-voice,metal-sound,poison-tail,shock-wave,payback,fling,toxic-spikes,poison-jab,drain-punch,giga-impact,thunder-fang,discharge,gunk-shot,charge-beam,venoshock,sludge-wave,electro-ball,acid-spray,round,stored-power,hex,shift-gear,volt-switch,electroweb,wild-charge,snarl,belch,noble-roar,boomburst,eerie-impulse,electric-terrain,nuzzle,throat-chop,tearful-look,overdrive,rising-voltage,tera-blast,trailblaze,psychic-noise",1.6,,No,No,No,generation-viii,"Cuando rasga las protuberancias del pecho para generar energía eléctrica, emite un sonido similar al de una guitarra, que reverbera en el entorno."
850,sizzlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,"fire,bug",1.0,"flash-fire,white-smoke,flame-body","slam,wrap,bite,ember,fire-spin,smokescreen,defense-curl,leech-life,rest,substitute,flame-wheel,snore,protect,endure,rollout,attract,sleep-talk,sunny-day,crunch,heat-wave,facade,knock-off,bug-buzz,power-whip,bug-bite,venoshock,coil,round,scald,struggle-bug,heat-crash,lunge,fire-lash,burn-up,brutal-swing,skitter-smack,scorching-sands",0.7,,No,No,No,generation-viii,Genera calor consumiendo el gas inflamable que almacena en su cuerpo. Los círculos amarillos del abdomen están particularmente calientes.
851,centiskorch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,"fire,bug",120.0,"flash-fire,white-smoke,flame-body","slam,wrap,bite,ember,flamethrower,hyper-beam,solar-beam,fire-spin,smokescreen,fire-blast,leech-life,rest,substitute,flame-wheel,snore,protect,endure,attract,sleep-talk,sunny-day,crunch,heat-wave,will-o-wisp,facade,overheat,flare-blitz,x-scissor,bug-buzz,giga-impact,thunder-fang,fire-fang,power-whip,bug-bite,venoshock,coil,round,scald,inferno,heat-crash,mystical-fire,lunge,fire-lash,burn-up,brutal-swing,skitter-smack,scorching-sands",3.0,,No,No,No,generation-viii,"Cuando genera calor, su temperatura corporal alcanza aproximadamente los 800 °C. Usa el cuerpo a modo de látigo para lanzarse al ataque."
852,clobbopus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,fighting,4.0,"limber,technician","mega-punch,ice-punch,bind,body-slam,leer,submission,seismic-toss,waterfall,rest,substitute,snore,reversal,protect,detect,endure,attract,sleep-talk,pain-split,rock-smash,facade,taunt,superpower,revenge,brick-break,dive,muddy-water,bulk-up,mud-shot,brine,feint,close-combat,payback,sucker-punch,focus-blast,soak,round,circle-throw,retaliate,work-up,power-up-punch,liquidation,coaching",0.6,,No,No,No,generation-viii,Emerge a tierra firme en busca de alimento. Su extrema curiosidad lo induce a golpear con los tentáculos todo lo que entra en su campo visual.
853,grapploct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,fighting,39.0,"limber,technician","mega-punch,ice-punch,bind,body-slam,leer,hydro-pump,surf,hyper-beam,submission,dig,waterfall,rest,substitute,snore,reversal,protect,scary-face,octazooka,detect,endure,attract,sleep-talk,rock-smash,whirlpool,facade,taunt,superpower,revenge,brick-break,dive,muddy-water,bulk-up,mud-shot,brine,feint,close-combat,payback,drain-punch,focus-blast,giga-impact,round,retaliate,work-up,topsy-turvy,brutal-swing,stomping-tantrum,liquidation,octolock,skitter-smack,coaching",1.6,,No,No,No,generation-viii,Todo su cuerpo es una mole de puro músculo. Utiliza los tentáculos para ejecutar técnicas de estrangulamiento con una formidable potencia.
854,sinistea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,ghost,0.2,"weak-armor,cursed-body","psybeam,mega-drain,psychic,night-shade,confuse-ray,withdraw,metronome,rest,substitute,snore,curse,spite,protect,giga-drain,endure,sleep-talk,baton-pass,sweet-scent,shadow-ball,will-o-wisp,memento,facade,trick,skill-swap,imprison,astonish,aromatherapy,magical-leaf,calm-mind,payback,sucker-punch,dark-pulse,nasty-plot,trick-room,wonder-room,psyshock,foul-play,round,stored-power,ally-switch,shell-smash,hex,phantom-force,aromatic-mist,poltergeist,tera-blast",0.1,,No,No,No,generation-viii,"Según se dice, este Pokémon surgió de un alma solitaria que poseyó una taza abandonada llena de un té ya frío."
855,polteageist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,ghost,0.4,"weak-armor,cursed-body","psybeam,hyper-beam,mega-drain,psychic,night-shade,confuse-ray,withdraw,light-screen,reflect,metronome,self-destruct,rest,substitute,snore,curse,spite,protect,giga-drain,endure,sleep-talk,pain-split,baton-pass,sweet-scent,shadow-ball,will-o-wisp,memento,facade,trick,skill-swap,imprison,astonish,aromatherapy,magical-leaf,calm-mind,payback,sucker-punch,dark-pulse,giga-impact,nasty-plot,trick-room,wonder-room,psyshock,foul-play,round,stored-power,ally-switch,shell-smash,hex,phantom-force,aromatic-mist,strength-sap,teatime,poltergeist,tera-blast",0.2,,No,No,No,generation-viii,"Se hospeda en teteras dignas de un anticuario. Las originales son escasísimas, pero existe un gran número de burdas falsificaciones."
856,hatenna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png,psychic,3.4,"healer,anticipation,magic-bounce","psybeam,thunder-wave,confusion,psychic,light-screen,reflect,metronome,swift,rest,substitute,snore,protect,giga-drain,endure,charm,attract,sleep-talk,safeguard,baton-pass,psych-up,future-sight,facade,helping-hand,trick,skill-swap,imprison,aromatherapy,magical-leaf,calm-mind,healing-wish,dark-pulse,trick-room,psyshock,after-you,round,stored-power,heal-pulse,quash,disarming-voice,draining-kiss,misty-terrain,play-rough,play-nice,mystical-fire,aromatic-mist,dazzling-gleam,nuzzle,psychic-terrain,life-dew,expanding-force,tera-blast",0.4,,No,No,No,generation-viii,Percibe los sentimientos de los seres vivos con la protuberancia de la cabeza. Solo abre su corazón a quienes muestren un carácter sosegado.
857,hattrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,psychic,4.8,"healer,anticipation,magic-bounce","psybeam,thunder-wave,confusion,psychic,light-screen,reflect,metronome,swift,rest,substitute,snore,protect,giga-drain,endure,charm,attract,sleep-talk,safeguard,baton-pass,psych-up,future-sight,facade,helping-hand,trick,skill-swap,imprison,aromatherapy,magical-leaf,calm-mind,healing-wish,dark-pulse,trick-room,psyshock,round,stored-power,heal-pulse,disarming-voice,draining-kiss,misty-terrain,play-rough,play-nice,mystical-fire,aromatic-mist,dazzling-gleam,psychic-terrain,brutal-swing,life-dew,expanding-force,tera-blast",0.6,,No,No,No,generation-viii,Silencia a cualquiera que muestre una emoción intensa sin importar de quién se trate y recurre para ello a métodos a cuál más violento.
858,hatterene,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,"psychic,fairy",5.1,"healer,anticipation,magic-bounce","swords-dance,psybeam,hyper-beam,thunder-wave,confusion,psychic,agility,light-screen,reflect,metronome,swift,rest,substitute,snore,protect,giga-drain,endure,charm,attract,sleep-talk,safeguard,pain-split,baton-pass,psych-up,shadow-ball,future-sight,facade,helping-hand,trick,skill-swap,imprison,aromatherapy,magical-leaf,calm-mind,gravity,healing-wish,power-swap,guard-swap,dark-pulse,giga-impact,shadow-claw,psycho-cut,trick-room,power-whip,wonder-room,psyshock,magic-room,round,stored-power,heal-pulse,disarming-voice,draining-kiss,misty-terrain,play-rough,play-nice,mystical-fire,aromatic-mist,dazzling-gleam,psychic-terrain,brutal-swing,magic-powder,life-dew,expanding-force,misty-explosion,tera-blast,psychic-noise",2.1,,No,No,No,generation-viii,"Para mantener alejados a los demás seres vivos, emana a su alrededor ondas psíquicas cuya potencia es capaz de provocar jaquecas."
859,impidimp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,"dark,fairy",5.5,"prankster,frisk,pickpocket","mega-punch,mega-kick,take-down,bite,low-kick,thunder-wave,light-screen,reflect,metronome,leech-life,rest,substitute,thief,snore,protect,scary-face,endure,swagger,attract,sleep-talk,fake-out,uproar,torment,flatter,facade,taunt,trick,revenge,fake-tears,assurance,fling,sucker-punch,dark-pulse,drain-punch,nasty-plot,foul-play,round,retaliate,parting-shot,draining-kiss,misty-terrain,play-rough,confide,dazzling-gleam,throat-chop,burning-jealousy,lash-out,tera-blast,trailblaze,chilling-water",0.4,,No,No,No,generation-viii,"Con el fin de revitalizarse, inhala por la nariz la energía negativa que desprenden tanto personas como Pokémon cuando están descontentos."
